ID,ObjType,Effort,FunctPercent,IntComplx,DataFile,DataEn,DataOut,UFP,Lang,Tools,ToolExpr,AppExpr,TeamSize,DBMS,Method,AppType
101.0,FT,2.5,"0.00,0.80,0.10,0.10,0.00,0.00,0.00",5.0,18.0,94.0,NULL,NULL,sql,mySQLweb,"[2,60]",4.0,[1],mysql,NULL,BC/S
102.0,FT,2.5,"0.00,0.70,0.00,0.10,0.10,0.10,0.00",5.0,9.0,240.0,NULL,NULL,sql,mySQLweb,"[2,60]",4.0,[1],mysql,NULL,BC/S
114.0,FT,2.0,"0.10,0.30,0.10,0.30,0.00,0.00,0.20",2.0,9.0,15.0,0.0,0.0,"html,_php,_sql,_proprietary","notepad,_webforms","[2,_60]",4.0,[1],mysql,"SA,SD",BC/S
115.0,FT,2.0,"0.10,0.30,0.10,0.30,0.00,0.00,0.20",2.0,9.0,15.0,0.0,0.0,"html,_php,_sql,_proprietary","notepad,_webforms","[2,_60]",4.0,[1],mysql,"SA,SD",BC/S
116.0,FT,3.5,"0.10,0.30,0.10,0.30,0.00,0.00,0.20",2.0,9.0,15.0,0.0,0.0,"html,_php,_sql,_proprietary","notepad,_webforms","[2,_60]",5.0,[1],mysql,"SA,SD",BC/S
117.0,FT,2.0,"0.10,0.30,0.10,0.30,0.00,0.00,0.20",1.0,7.0,90.0,0.0,0.0,"html,_php,_sql,_proprietary","notepad,_webforms","[2,60]",4.0,[1],mysql,"SA,SD",BC/S
118.0,FT,2.0,"0.10,0.30,0.10,0.30,0.00,0.00,0.20",2.0,9.0,90.0,0.0,0.0,"html,_php,_sql,_proprietary","notepad,_webforms","[2,_60]",5.0,[1],mysql,"SA,SD",BC/S
119.0,FT,2.0,"0.10,0.30,0.10,0.30,0.00,0.00,0.20",2.0,9.0,90.0,0.0,0.0,"html,_php,_sql,_proprietary","notepad,_webforms","[2,_60]",5.0,[1],mysql,"SA,SD",BC/S
120.0,FT,16.0,"0.10,0.30,0.10,0.30,0.00,0.00,0.20",5.0,12.0,314.0,0.0,0.0,"php,_sql",notepad,"[2,_60]",5.0,[1],mysql,None,BC/S
202.0,FT,1.0,"0.20,_0.16,_0.04,_0.54,_0.00,_0.03,_0.03",2.0,2.0,1.0,1.0,2.0,"Html,_JavaScript",Vim,"[5,10]",2.0,"[1,2]",NULL,SA,B/S
204.0,FT,2.0,"0.11,_0.34,_0.25,_0.15,_0.00,_0.02,_0.08",1.0,2.0,4.0,1.0,0.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",1.0,"[2,3]",Oracle,3_Tier_Architecture,BC/S
206.0,FT,1.0,"0.11,_0.34,_0.25,_0.15,_0.00,_0.02,_0.08",1.0,2.0,4.0,1.0,0.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",1.0,"[2,3]",Oracle,3_Tier_Architecture,BC/S
208.0,FT,5.0,"0.16,_0.39,_0.07,_0.28,_0.00,_0.06,_0.04",4.0,2.0,3.0,1.0,0.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",3.0,"[1,2]",Oracle,3_Tier_Architecture,BC/S
210.0,FT,2.0,"0.16,_0.39,_0.07,_0.28,_0.00,_0.06,_0.04",1.0,2.0,1.0,1.0,0.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",2.0,"[1,2]",Oracle,3_Tier_Architecture,BC/S
211.0,FT,2.0,"0.16,_0.39,_0.07,_0.28,_0.00,_0.06,_0.04",1.0,2.0,1.0,1.0,0.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",2.0,"[1,2]",Oracle,3_Tier_Architecture,BC/S
212.0,FT,3.0,"0.16,_0.39,_0.07,_0.28,_0.00,_0.06,_0.04",1.0,2.0,1.0,1.0,0.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",3.0,"[2,3]",Oracle,3_Tier_Architecture,BC/S
214.0,FT,7.0,"0.15,_0.30,_0.07,_0.38,_0.00,_0.06,_0.04",2.0,5.0,2.0,2.0,0.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",2.0,"[2,3]",Oracle,3_Tier_Architecture,BC/S
218.0,FT,1.0,"0.25,_0.25,_0.25,_0.25,_0.00,_0.00,_0.00",1.0,2.0,2.0,1.0,0.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",2.0,"[1,2]",Oracle,3_Tier_Architecture,BC/S
219.0,FT,1.0,"0.25,_0.25,_0.25,_0.25,_0.00,_0.00,_0.00",1.0,2.0,2.0,1.0,0.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",2.0,"[1,2]",Oracle,3_Tier_Architecture,BC/S
220.0,FT,1.0,"0.25,_0.25,_0.25,_0.25,_0.00,_0.00,_0.00",1.0,4.0,4.0,1.0,0.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",2.0,"[1,2]",Oracle,3_Tier_Architecture,BC/S
222.0,FT,1.0,"0.25,_0.25,_0.25,_0.25,_0.00,_0.00,_0.00",1.0,2.0,2.0,1.0,0.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",1.0,"[1,2]",Oracle,3_Tier_Architecture,BC/S
223.0,FT,1.0,"0.25,_0.25,_0.25,_0.25,_0.00,_0.00,_0.00",1.0,2.0,2.0,1.0,0.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",2.0,"[1,2]",Oracle,3_Tier_Architecture,BC/S
224.0,FT,1.0,"0.25,_0.25,_0.25,_0.25,_0.00,_0.00,_0.00",1.0,2.0,2.0,1.0,0.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",2.0,"[1,2]",Oracle,3_Tier_Architecture,BC/S
225.0,FT,1.0,"0.25,_0.25,_0.25,_0.25,_0.00,_0.00,_0.00",1.0,4.0,4.0,1.0,0.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",2.0,"[1,2]",Oracle,3_Tier_Architecture,BC/S
230.0,FT,1.0,"0.25,_0.25,_0.25,_0.25,_0.00,_0.00,_0.00",1.0,2.0,2.0,1.0,0.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",2.0,"[2,3]",Oracle,3_Tier_Architecture,BC/S
231.0,FT,1.0,"0.25,_0.25,_0.25,_0.25,_0.00,_0.00,_0.00",1.0,2.0,2.0,1.0,0.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",1.0,"[1,2]",Oracle,3_Tier_Architecture,BC/S
232.0,FT,1.0,"0.25,_0.25,_0.25,_0.25,_0.00,_0.00,_0.00",1.0,2.0,4.0,1.0,0.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",1.0,"[1,2]",Oracle,3_Tier_Architecture,BC/S
234.0,FT,1.0,"0.25,_0.25,_0.25,_0.25,_0.00,_0.00,_0.00",1.0,2.0,2.0,1.0,0.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",1.0,"[1,2]",Oracle,3_Tier_Architecture,BC/S
235.0,FT,1.0,"0.25,_0.25,_0.25,_0.25,_0.00,_0.00,_0.00",1.0,2.0,2.0,1.0,0.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",1.0,"[1,2]",Oracle,3_Tier_Architecture,BC/S
236.0,FT,1.0,"0.25,_0.25,_0.25,_0.25,_0.00,_0.00,_0.00",1.0,2.0,1.0,1.0,0.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",1.0,"[1,2]",Oracle,3_Tier_Architecture,BC/S
237.0,FT,1.0,"0.25,_0.25,_0.25,_0.25,_0.00,_0.00,_0.00",1.0,2.0,2.0,1.0,0.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",1.0,"[1,2]",Oracle,3_Tier_Architecture,BC/S
239.0,FT,1.0,"0.25,_0.25,_0.25,_0.25,_0.00,_0.00,_0.00",1.0,2.0,4.0,1.0,0.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",1.0,"[1,2]",Oracle,3_Tier_Architecture,BC/S
241.0,FT,1.0,"0.50,_0.29,_0.11,_0.10,_0.00,_0.00,_0.00",1.0,2.0,2.0,1.0,0.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",1.0,"[1,2]",Oracle,3_Tier_Architecture,BC/S
242.0,FT,1.0,"0.45,_0.29,_0.13,_0.12,_0.00,_0.00,_0.00",1.0,2.0,2.0,1.0,0.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",1.0,"[1,2]",Oracle,3_Tier_Architecture,BC/S
243.0,FT,1.0,"0.43,_0.31,_0.13,_0.12,_0.00,_0.00,_0.00",1.0,2.0,1.0,1.0,0.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",1.0,"[1,2]",Oracle,3_Tier_Architecture,BC/S
245.0,FT,1.0,"0.25,_0.25,_0.25,_0.25,_0.00,_0.00,_0.00",1.0,2.0,1.0,1.0,0.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",1.0,"[1,2]",Oracle,3_Tier_Architecture,BC/S
246.0,FT,1.0,"0.50,_0.29,_0.11,_0.10,_0.00,_0.00,_0.00",1.0,2.0,3.0,1.0,3.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",1.0,"[1,2]",Oracle,3_Tier_Architecture,BC/S
247.0,FT,1.0,"0.45,_0.29,_0.13,_0.12,_0.00,_0.00,_0.00",1.0,2.0,2.0,1.0,3.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",1.0,"[1,2]",Oracle,3_Tier_Architecture,BC/S
248.0,FT,1.0,"0.10,_0.32,_0.23,_0.21,_0.00,_0.00,_0.14",5.0,3.0,1.0,1.0,0.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",1.0,"[1,2]",Oracle,3_Tier_Architecture,BC/S
250.0,FT,1.0,"0.25,_0.25,_0.25,_0.25,_0.00,_0.00,_0.00",1.0,2.0,1.0,1.0,0.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",1.0,"[1,2]",Oracle,3_Tier_Architecture,BC/S
251.0,FT,1.0,"0.50,_0.29,_0.11,_0.10,_0.00,_0.00,_0.00",1.0,2.0,3.0,1.0,3.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",1.0,"[1,2]",Oracle,3_Tier_Architecture,BC/S
252.0,FT,1.0,"0.45,_0.29,_0.13,_0.12,_0.00,_0.00,_0.00",1.0,2.0,2.0,1.0,3.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",1.0,"[1,2]",Oracle,3_Tier_Architecture,BC/S
253.0,FT,1.0,"0.10,_0.32,_0.23,_0.21,_0.00,_0.00,_0.14",5.0,4.0,1.0,1.0,0.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",5.0,"[2,3]",Oracle,3_Tier_Architecture,BC/S
254.0,FT,1.0,"0.25,_0.25,_0.25,_0.25,_0.00,_0.00,_0.00",1.0,2.0,1.0,1.0,0.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",2.0,"[2,3]",Oracle,3_Tier_Architecture,BC/S
255.0,FT,1.0,"0.25,_0.25,_0.25,_0.25,_0.00,_0.00,_0.00",1.0,4.0,1.0,1.0,0.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",2.0,"[2,3]",Oracle,3_Tier_Architecture,BC/S
256.0,FT,1.0,"0.45,_0.29,_0.11,_0.15,_0.00,_0.00,_0.00",4.0,4.0,6.0,1.0,4.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",4.0,"[2,3]",Oracle,3_Tier_Architecture,BC/S
257.0,FT,1.0,"0.25,_0.25,_0.25,_0.25,_0.00,_0.00,_0.00",1.0,4.0,4.0,1.0,0.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",3.0,"[2,3]",Oracle,3_Tier_Architecture,BC/S
258.0,FT,1.0,"0.25,_0.25,_0.25,_0.25,_0.00,_0.00,_0.00",2.0,4.0,2.0,1.0,0.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",3.0,"[2,3]",Oracle,3_Tier_Architecture,BC/S
306.0,FT,40.0,"0.2,_0.0,_0.3,_0.4,_0.0,_0.0,_0.1",3.0,3.0,2.0,1.0,50.0,"C#,_ASP.Net_SQL","Visual_Studio.Net_2003,_Microsoft_SQL_Server_Enterprise_Manager/Query_Analyzer",[0],2.0,"[3,5]",SQLServer,NULL,NULL
307.0,FT,40.0,"0.1,_0.8,_0.05,_0.05,_0.0,_0.0,_0.0",2.0,3.0,1.0,1.0,46.0,"C#,_ASP.Net_SQL","Visual_Studio.Net_2003,_Microsoft_SQL_Server_Enterprise_Manager/Query_Analyzer",[0],2.0,"[3,5]",SQLServer,NULL,NULL
308.0,FT,20.0,"0.0,_0.4,_0.6,_0.0,_0.0,_0.0,_0.0",3.0,1.0,2.0,4.0,66.0,"C#,_ASP.Net_SQL","Visual_Studio.Net_2003,_Microsoft_SQL_Server_Enterprise_Manager/Query_Analyzer","[0,_48]",2.0,[1],SQLServer,NULL,C/S
309.0,FT,20.0,"0.0,_0.0,_0.0,_0.0,_0.0,_0.0,_1.0",3.0,2.0,1.0,2.0,48.0,"C#,_ASP.Net_SQL","Visual_Studio.Net_2003,_Microsoft_SQL_Server_Enterprise_Manager/Query_Analyzer","[0,_48]",2.0,[1],SQLServer,NULL,C/S
310.0,FT,10.0,"0.0,_0.3,_0.4,_0.2,_0.0,_0.1,_0.0",2.0,2.0,1.0,1.0,36.0,"C#,_ASP.Net_SQL","Visual_Studio.Net_2003,_Microsoft_SQL_Server_Enterprise_Manager/Query_Analyzer",[0],2.0,[1],SQLServer,NULL,NULL
312.0,FT,20.0,"0.2,_0.2,_0.3,_0.3,_0.0,_0.0,_0.0",4.0,2.0,3.0,1.0,44.0,"C#,_ASP.Net_SQL","Visual_Studio.Net_2003,_Microsoft_SQL_Server_Enterprise_Manager/Query_Analyzer",[0],2.0,"[2,_4]",SQLServer,NULL,C
402.0,FT,8.0,"0.20,_0.10,_0.30,_0.30,_0.05,_0.05",2.0,7.0,3.0,2.0,14.0,"PHP,_SQL,_SH","Pico,_MySQLDump","[5,_100]",2.0,"[1,1]",MySQL,OO,B/S
403.0,FT,3.0,"0.20,_0.30,_0.20,_0.30",3.0,2.0,2.0,1.0,8.0,"PHP,_SQL","Dreamweaver,_Rapid_PHP,_Eclipse,_PHPMyAdmin","[4,24]",4.0,"[1,1]",MySQL,OO,B/S
404.0,FT,3.0,"0.40,_0.20,_0.10,_0.30,_0,_,",2.0,2.0,3.0,1.0,10.0,"PHP,_SQL","Dreamweaver,_Rapid_PHP,_Eclipse,_PHPMyAdmin","[2,5]",1.0,"[1,1]",MySQL,OO,B/S
509.0,FT,6.0,"0.10,_0.20,_0.00,_0.30,_0.00,_0.10,_0.30",2.0,12.0,0.0,0.0,10.0,NULL,NULL,NULL,1.0,"[2,2]",NULL,NULL,S
510.0,FT,10.0,"0.10,_0.15,_0.15,_0.30,_0.10,_0.10,_0.10",4.0,1.0,20.0,20.0,20.0,NULL,NULL,NULL,1.0,"[2,2]",NULL,NULL,S
511.0,FT,6.0,"0.20,_0.25,_0.20,_0.10,_0.10,_0.10,_0.00",3.0,5.0,20.0,5.0,25.0,"HTML,_PHP,_SQL","ConText,_Jedit","[2,12]",2.0,"[1,2]",NULL,NULL,C/S
512.0,FT,12.0,"0.10,_0.05,_0.25,_0.30,_0.10,_0.20,_0.00",4.0,11.0,60.0,50.0,35.0,"HTML,_PHP,_SQL","ConTEXT,_Jedit,_myAdmin","[2,12]",1.0,"[3,4]",NULL,NULL,C/S
513.0,FT,8.0,"0.15,_0.25,_0.05,_0.20,_0.15,_0.15,_0.05",1.0,4.0,30.0,12.0,20.0,"HTML,_PHP,_SQL",ConTEXT,"[0,12]",3.0,"[1,2]",NULL,NULL,C/S
601.0,FT,0.5,"0,_0,_1,_0,_0,_0,_0",1.0,0.0,0.0,0.0,1.0,"PHP,_HTML","Microsoft_Visual,_Emacs,_VIM,_Notepad","[40,60]",5.0,[1],NULL,Imperative,BC/S
603.0,FT,1.0,"0,_0,_1,_0,_0,_0,_0",1.0,0.0,0.0,0.0,1.0,"PHP,_HTML",Dreamweaver,"[0,_60]",4.0,"[1,2]",NULL,Imperative,BC/S
622.0,FT,24.0,1.0,2.0,3.0,2.0,1.0,6.0,"PHP,_MySql,_HTML",Dreamweaver,"[0,_60]",1.0,[1],MySQL,Imperative,BC/S
715.0,FT,0.5,"0.0,_0.0,_0.2,_0.2,_0.3,_0.1,_0.2",1.0,2.0,2.0,0.0,4.0,PHP,Notepad,"[0,12]",4.0,"[1,2]",Oracle,OO,B/S
716.0,FT,0.5,"0.2,_0.2,_0.2,_0.1,_0.1,_0.1,_0.1",1.0,2.0,2.0,0.0,4.0,PHP,Notepad,"[0,12]",4.0,"[1,2]",Oracle,OO,B/S
717.0,FT,0.5,"0.05,_0.1,_0.2,_0.05,_0.2,_0.2,_0.2",1.0,2.0,1.0,0.0,4.0,PHP,Notepad,"[0,12]",4.0,"[1,2]",Oracle,OO,B/S
718.0,FT,0.5,"0.15,_0.15,_0.3,_0.1,_0.1,_0.2,_0.2",1.0,2.0,0.0,2.0,6.0,PHP,Notepad,"[0,12]",4.0,"[1,2]",Oracle,OO,B/S
801.0,FT,24.0,"0,_.3,_.3,_.4,_0,_0,_0",3.0,0.0,15.0,1.0,49.0,PHP,Emacs,"[0,_12]",4.0,"[2,_3]",MySQL,oo,BC/S
802.0,FT,8.0,"0,_.3,_.3,_.4,_0,_0,_0",2.0,0.0,5.0,1.0,19.0,PHP,Emacs,"[0,_12]",4.0,"[1,_3]",MySQL,oo,BC/S
803.0,FT,20.0,"0,_.3,_.3,_.4,_0,_0,_0",3.0,0.0,20.0,1.0,64.0,PHP,Emacs,"[0,_12]",4.0,"[2,_3]",MySQL,oo,BC/S
804.0,FT,4.0,"0,_.4,_.3,_.3,_0,_0,_0",2.0,0.0,17.0,1.0,55.0,PHP,Emacs,"[0,_12]",4.0,"[1,_2]",MySQL,oo,BC/S
805.0,FT,30.0,"0,_.4,_.6,_0,_0,_0,_0",4.0,0.0,10.0,0.0,30.0,HTML,Emacs,"[0,_12]",4.0,"[2,_4]",NULL,oo,B
810.0,FT,8.0,"0,_.3,_.3,_.4,_0,_0,_0",3.0,0.0,7.0,1.0,25.0,PHP,Emacs,"[0,_12]",4.0,"[1,_2]",MySQL,oo,BC/S
920.0,FT,5.0,"0.0,_0.5,_0.0,_0.5,_0.0,_0.0,_0.0",3.0,0.0,45.0,0.0,180.0,SQL,SQL,"[0,24]",5.0,"[1,2]",Oracle,NULL,NULL
201.0,PJ,75.0,NULL,4.0,75.0,48.0,76.0,190.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_IE,_Mozilla,_Paint,_Gimp,_Word,_Adobe","[1,10]",4.0,"[4,6]",Oracle,3_Tier_Architecture,BC/S
301.0,PJ,220.0,"0.2,_0.2,_0.3,_0.2,_0.0,_0.1,_0.0",3.0,13.0,12.0,6.0,250.0,"C#,_ASP.Net_SQL","Visual_Studio.Net_2003,_Microsoft_SQL_Server_Enterprise_Manager/Query_Analyzer","[0,_48]",2.0,"[0,10]",SQLServer,"OO,_Bottom-Up","3-Tier,_B/S"
401.0,PJ,400.0,NULL,3.0,7.0,83.0,69.0,1085.0,"PHP,_SQL,_HTML","Eclipse,_MySQL,_PHPMyAdmin,_Dreamweaver,_Rapid_PHP,_Unix,_Visual_Studio_.NET","[0,60]",3.0,"[10,10]",MySQL,OO,B/S
501.0,PJ,100.0,NULL,3.0,12.0,150.0,200.0,510.0,"HTML,_PHP,_SQL","ConTEXT,_myAdmin,_DreamWeaver,_JEdit","[0,24]",2.0,"[9,9]",MySQL,JAD,C/S
723.0,PJ,70.0,"0.15,_0.2,_0.1,_0.15,_0.2,_0.2",2.0,5.0,36.0,34.0,210.0,PHP,"Notepad,MS_Word","[0,2]",4.0,"[6,12]",Oracle,OO,B/S
901.0,PJ,69.0,"0.10,_0.25,_0.25,_0.25,_0.05,_0.10,_0.00",3.0,12.0,186.0,108.0,1714.0,"HTML,_PHP,_Javascript,_SQL","Dreamweaver,_Emacs,_PHPUnit,_Photoshop,_FrontPage,_Oracle","[2,_12]",3.0,"[10,_10]",Oracle,OO,C/S
103.0,RQ,2.5,"0.10,0.30,0.30,0.20,0.00,0.00,0.10",3.0,5.0,4.0,2.0,10.0,"html,_php,_sql,_proprietary","notepad,_webforms","[2,_60]",5.0,[1],mysql,"SA,SD",BC/S
104.0,RQ,2.5,"0.10,0.30,0.30,0.20,0.00,0.00,0.10",3.0,5.0,4.0,2.0,10.0,"html,_php,_sql,_proprietary","notepad,_webforms","[2,_60]",5.0,[1],mysql,"SA,SD",BC/S
105.0,RQ,2.0,"0.15,_0.05,_0.1,_0.35,_0.1,_0.2,_0.05",3.0,4.0,0.0,9.0,10.0,"html,_php,_sql,_proprietary","notepad,_webforms","[2,_60]",5.0,[1],mysql,"SA,SD",BC/S
106.0,RQ,1.5,"0.05,_0.3,_0.2,_0.2,_0.05,_0.15,_0.05",3.0,3.0,7.0,4.0,11.0,"html,_php,_sql,_proprietary","notepad,_webforms","[2,_60]",5.0,[1],mysql,"SA,SD",BC/S
107.0,RQ,2.0,"0.10,0.30,0.05,0.35,0.00,0.00,0.00",2.0,3.0,3.0,2.0,4.0,"html,_php,_sql,_proprietary","notepad,_webforms","[2,_60]",5.0,[1],mysql,"SA,SD",BC/S
108.0,RQ,2.5,"0.10,0.30,0.30,0.20,0.00,0.00,0.10",4.0,6.0,6.0,2.0,5.0,"html,_php,_sql,_proprietary","notepad,_webforms","[2,_60]",5.0,[1],mysql,"SA,SD",BC/S
109.0,RQ,2.5,"0.05,_0.3,_0.2,_0.2,_0.05,_0.15,_0.05",3.0,4.0,4.0,4.0,2.0,"html,_php,_sql,_proprietary","notepad,_webforms","[2,_60]",5.0,[1],mysql,"SA,SD",BC/S
110.0,RQ,2.0,"0.10,0.30,0.10,0.30,0.00,0.00,0.20",1.0,9.0,15.0,0.0,0.0,"html,_php,_sql,_proprietary","notepad,_webforms","[2,_60]",5.0,[1],mysql,"SA,SD",BC/S
111.0,RQ,1.0,"0.10,0.30,0.10,0.30,0.00,0.00,0.20",1.0,9.0,15.0,0.0,0.0,"html,_php,_sql,_proprietary","notepad,_webforms","[2,_60]",5.0,[1],mysql,"SA,SD",BC/S
112.0,RQ,1.0,"0.10,0.30,0.10,0.30,0.00,0.00,0.20",1.0,9.0,15.0,0.0,0.0,"html,_php,_sql,_proprietary","notepad,_webforms","[2,_60]",5.0,[1],mysql,"SA,SD",BC/S
113.0,RQ,0.5,"0.10,0.30,0.10,0.30,0.00,0.00,0.20",1.0,9.0,15.0,0.0,0.0,"html,_php,_sql,_proprietary","notepad,_webforms","[2,_60]",5.0,[1],mysql,"SA,SD",BC/S
203.0,RQ,7.0,"0.13,_0.42,_0.10,_0.15,_0.00,_0.06,_0.04",3.0,8.0,1.0,1.0,14.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",3.0,"[2,3]",Oracle,3_Tier_Architecture,BC/S
205.0,RQ,5.0,"0.16,_0.39,_0.07,_0.28,_0.00,_0.06,_0.04",3.0,8.0,4.0,1.0,14.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",3.0,"[2,3]",Oracle,3_Tier_Architecture,BC/S
